
="Levant et Barbarie # Various manuf",="111.2***"
="",="(7.46)"

="Nord # European foodstuff and beverage",="74.50***"
="",="(4.90)"

="Nord # Other",="72.67***"
="",="(3.39)"

="Nord # Plantation foodstuff",="217.9***"
="",="(5.85)"

="Nord # Raw mat fuel oils",="88.80***"
="",="(4.92)"

="Nord # Textile manuf",="99.25***"
="",="(3.35)"

="Nord # Various manuf",="122.2***"
="",="(6.11)"

="Outre-mers # European foodstuff and beverage",="145.6***"
="",="(9.44)"

="Outre-mers # Other",="180.4***"
="",="(7.57)"

="Outre-mers # Plantation foodstuff",="291.2***"
="",="(3.52)"

="Outre-mers # Raw mat fuel oils",="144.4***"
="",="(6.57)"

="Outre-mers # Textile manuf",="180.0***"
="",="(8.75)"

="Outre-mers # Various manuf",="145.3***"
="",="(8.76)"

="Portugal # European foodstuff and beverage",="7.520"
="",="(0.39)"

="Portugal # Other",="136.3***"
="",="(6.24)"

="Portugal # Plantation foodstuff",="164.3*"
="",="(2.46)"

="Portugal # Raw mat fuel oils",="128.5***"
="",="(3.67)"

="Portugal # Textile manuf",="144.9***"
="",="(7.25)"

="Portugal # Various manuf",="124.7***"
="",="(6.49)"

="Suisse # European foodstuff and beverage",="120.3***"
="",="(6.48)"

="Suisse # Other",="90.51***"
="",="(4.54)"

="Suisse # Plantation foodstuff",="123.3***"
="",="(6.48)"

="Suisse # Raw mat fuel oils",="128.5***"
="",="(8.27)"

="Suisse # Textile manuf",="128.6***"
="",="(6.33)"

="Suisse # Various manuf",="82.44***"
="",="(5.48)"

="États-Unis d'Amérique # European foodstuff and beverage",="5.064"
="",="(0.16)"

="États-Unis d'Amérique # Other",="-19.88"
="",="(-0.65)"

="États-Unis d'Amérique # Plantation foodstuff",="303.1***"
="",="(6.92)"

="États-Unis d'Amérique # Raw mat fuel oils",="-58.41"
="",="(-1.52)"

="États-Unis d'Amérique # Textile manuf",="-35.23"
="",="(-0.48)"

="États-Unis d'Amérique # Various manuf",="-46.53"
="",="(-1.13)"

="Allemagne # European foodstuff and beverage # year",="-0.0247"
="",="(-1.08)"

="Allemagne # Other # year",="-0.0660**"
="",="(-2.87)"

="Allemagne # Plantation foodstuff # year",="-0.0381"
="",="(-1.31)"

="Allemagne # Raw mat fuel oils # year",="-0.0687*"
="",="(-2.57)"

="Allemagne # Textile manuf # year",="-0.0520*"
="",="(-2.27)"

="Allemagne # Various manuf # year",="-0.0841***"
="",="(-3.55)"

="Angleterre # European foodstuff and beverage # year",="-0.0307"
="",="(-1.27)"

="Angleterre # Other # year",="-0.0352"
="",="(-1.34)"

="Angleterre # Plantation foodstuff # year",="-0.0863***"
="",="(-3.52)"

="Angleterre # Raw mat fuel oils # year",="-0.0314"
="",="(-1.07)"

="Angleterre # Textile manuf # year",="-0.0504"
="",="(-1.87)"

="Angleterre # Various manuf # year",="-0.0593*"
="",="(-2.25)"

="Espagne # European foodstuff and beverage # year",="-0.0338"
="",="(-1.48)"

="Espagne # Other # year",="-0.0710**"
="",="(-3.11)"

="Espagne # Plantation foodstuff # year",="-0.111***"
="",="(-4.64)"

="Espagne # Raw mat fuel oils # year",="-0.0494*"
="",="(-2.15)"

="Espagne # Textile manuf # year",="-0.0710**"
="",="(-3.11)"

="Espagne # Various manuf # year",="-0.0718**"
="",="(-3.16)"

="Flandre et autres états de l'Empereur # European foodstuff and beverage # year",="-0.104***"
="",="(-3.88)"

="Flandre et autres états de l'Empereur # Other # year",="-0.0803***"
="",="(-3.42)"

="Flandre et autres états de l'Empereur # Plantation foodstuff # year",="-0.101***"
="",="(-4.05)"

="Flandre et autres états de l'Empereur # Raw mat fuel oils # year",="-0.0908***"
="",="(-3.65)"

="Flandre et autres états de l'Empereur # Textile manuf # year",="-0.0793***"
="",="(-3.41)"

="Flandre et autres états de l'Empereur # Various manuf # year",="-0.0910***"
="",="(-3.73)"

="Hollande # European foodstuff and beverage # year",="-0.0709**"
="",="(-3.05)"

="Hollande # Other # year",="-0.0778***"
="",="(-3.32)"

="Hollande # Plantation foodstuff # year",="-0.123***"
="",="(-4.84)"

="Hollande # Raw mat fuel oils # year",="-0.0709**"
="",="(-3.04)"

="Hollande # Textile manuf # year",="-0.0676**"
="",="(-2.92)"

="Hollande # Various manuf # year",="-0.0757**"
="",="(-3.26)"

="Italie # European foodstuff and beverage # year",="-0.0443"
="",="(-1.94)"

="Italie # Other # year",="-0.0607**"
="",="(-2.68)"

="Italie # Plantation foodstuff # year",="-0.135***"
="",="(-4.73)"

="Italie # Raw mat fuel oils # year",="-0.0689*"
="",="(-2.55)"

="Italie # Textile manuf # year",="-0.0642**"
="",="(-2.81)"

="Italie # Various manuf # year",="-0.0592**"
="",="(-2.59)"

="Levant et Barbarie # European foodstuff and beverage # year",="-0.0664**"
="",="(-2.99)"

="Levant et Barbarie # Other # year",="-0.0516*"
="",="(-2.32)"

="Levant et Barbarie # Plantation foodstuff # year",="-0.120***"
="",="(-5.05)"

="Levant et Barbarie # Raw mat fuel oils # year",="-0.0974***"
="",="(-4.24)"

="Levant et Barbarie # Textile manuf # year",="-0.107***"
="",="(-4.70)"

="Levant et Barbarie # Various manuf # year",="-0.0876***"
="",="(-3.88)"

="Nord # European foodstuff and beverage # year",="-0.0659**"
="",="(-2.96)"

="Nord # Other # year",="-0.0667**"
="",="(-2.74)"

="Nord # Plantation foodstuff # year",="-0.147***"
="",="(-4.93)"

="Nord # Raw mat fuel oils # year",="-0.0753**"
="",="(-3.19)"

="Nord # Textile manuf # year",="-0.0808**"
="",="(-2.85)"

="Nord # Various manuf # year",="-0.0934***"
="",="(-3.84)"

="Outre-mers # European foodstuff and beverage # year",="-0.107***"
="",="(-4.45)"

="Outre-mers # Other # year",="-0.127***"
="",="(-4.87)"

="Outre-mers # Plantation foodstuff # year",="-0.192***"
="",="(-3.67)"

="Outre-mers # Raw mat fuel oils # year",="-0.107***"
="",="(-4.20)"

="Outre-mers # Textile manuf # year",="-0.126***"
="",="(-5.02)"

="Outre-mers # Various manuf # year",="-0.107***"
="",="(-4.40)"

="Portugal # European foodstuff and beverage # year",="-0.0299"
="",="(-1.23)"

="Portugal # Other # year",="-0.102***"
="",="(-4.10)"

="Portugal # Plantation foodstuff # year",="-0.121**"
="",="(-2.76)"

="Portugal # Raw mat fuel oils # year",="-0.0994***"
="",="(-3.39)"

="Portugal # Textile manuf # year",="-0.106***"
="",="(-4.35)"

="Portugal # Various manuf # year",="-0.0951***"
="",="(-3.91)"

="Suisse # European foodstuff and beverage # year",="-0.0920***"
="",="(-3.88)"

="Suisse # Other # year",="-0.0764**"
="",="(-3.17)"

="Suisse # Plantation foodstuff # year",="-0.0946***"
="",="(-3.96)"

="Suisse # Raw mat fuel oils # year",="-0.0968***"
="",="(-4.16)"

="Suisse # Textile manuf # year",="-0.0967***"
="",="(-3.99)"

="Suisse # Various manuf # year",="-0.0710**"
="",="(-3.10)"

="États-Unis d'Amérique # European foodstuff and beverage # year",="-0.0281"
="",="(-1.10)"

="États-Unis d'Amérique # Other # year",="-0.0155"
="",="(-0.63)"

="États-Unis d'Amérique # Plantation foodstuff # year",="-0.197***"
="",="(-6.02)"

="États-Unis d'Amérique # Raw mat fuel oils # year",="0.00556"
="",="(0.20)"

="États-Unis d'Amérique # Textile manuf # year",="-0.00564"
="",="(-0.13)"

="États-Unis d'Amérique # Various manuf # year",="0"
="",="(.)"

="Constant",="56.87"
="",="(0.99)"

="Observations",="2370"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
