
="Flandre et autres états de l'Empereur # Raw mat fuel oils",="49.20***",="49.83***",="90.52***"
="",="(6.18)",="(6.26)",="(8.50)"

="Flandre et autres états de l'Empereur # Textile manuf",="73.16***",="73.35***",="108.0***"
="",="(7.94)",="(7.95)",="(9.60)"

="Flandre et autres états de l'Empereur # Various manuf",="52.03***",="54.01***",="91.96***"
="",="(6.60)",="(6.79)",="(8.40)"

="Hollande # European foodstuff and beverage",="34.33***",="36.61***",="66.81***"
="",="(7.40)",="(8.17)",="(7.54)"

="Hollande # Other",="50.17***",="52.63***",="69.50***"
="",="(6.75)",="(7.20)",="(6.58)"

="Hollande # Plantation foodstuff",="33.37***",="8.422",="49.39"
="",="(4.31)",="(0.73)",="(1.75)"

="Hollande # Raw mat fuel oils",="33.52***",="36.34***",="64.52***"
="",="(5.45)",="(6.23)",="(6.56)"

="Hollande # Textile manuf",="55.49***",="57.85***",="80.52***"
="",="(7.01)",="(7.43)",="(7.22)"

="Hollande # Various manuf",="36.78***",="40.95***",="66.51***"
="",="(6.21)",="(7.09)",="(6.56)"

="Italie # European foodstuff and beverage",="35.03***",="35.20***",="62.45***"
="",="(8.01)",="(7.96)",="(7.19)"

="Italie # Other",="51.30***",="51.66***",="65.42***"
="",="(7.14)",="(7.19)",="(6.39)"

="Italie # Plantation foodstuff",="30.96***",="3.751",="42.46"
="",="(3.76)",="(0.32)",="(1.49)"

="Italie # Raw mat fuel oils",="35.55***",="36.26***",="61.46***"
="",="(6.43)",="(6.57)",="(6.64)"

="Italie # Textile manuf",="55.85***",="56.11***",="76.05***"
="",="(7.39)",="(7.46)",="(7.04)"

="Italie # Various manuf",="36.79***",="38.85***",="61.40***"
="",="(6.32)",="(6.59)",="(6.10)"

="Levant et Barbarie # European foodstuff and beverage",="66.02***",="65.80***",="103.0***"
="",="(14.09)",="(13.92)",="(14.92)"

="Levant et Barbarie # Other",="80.95***",="80.91***",="105.4***"
="",="(10.78)",="(10.78)",="(11.88)"

="Levant et Barbarie # Plantation foodstuff",="62.72***",="36.23**",="84.17**"
="",="(7.45)",="(3.07)",="(3.01)"

="Levant et Barbarie # Raw mat fuel oils",="67.04***",="67.36***",="102.7***"
="",="(11.34)",="(11.38)",="(13.05)"

="Levant et Barbarie # Textile manuf",="88.42***",="88.29***",="118.4***"
="",="(11.98)",="(12.02)",="(12.98)"

="Levant et Barbarie # Various manuf",="68.14***",="69.80***",="102.7***"
="",="(11.33)",="(11.50)",="(12.21)"

="Nord # European foodstuff and beverage",="43.74***",="44.01***",="102.2***"
="",="(8.21)",="(8.11)",="(8.44)"

="Nord # Other",="59.93***",="60.39***",="105.1***"
="",="(7.63)",="(7.64)",="(7.88)"

="Nord # Plantation foodstuff",="41.35***",="13.67",="83.21**"
="",="(4.92)",="(1.15)",="(2.78)"

="Nord # Raw mat fuel oils",="43.68***",="44.49***",="100.7***"
="",="(6.69)",="(6.82)",="(7.76)"

="Nord # Textile manuf",="65.50***",="65.87***",="117.3***"
="",="(7.66)",="(7.69)",="(8.37)"

="Nord # Various manuf",="47.10***",="49.26***",="102.6***"
="",="(7.55)",="(7.77)",="(7.93)"

="Outre-mers # European foodstuff and beverage",="64.91***",="56.30***",="120.5***"
="",="(10.84)",="(8.47)",="(9.46)"

="Outre-mers # Other",="81.03***",="72.63***",="122.9***"
="",="(9.73)",="(8.25)",="(8.82)"

="Outre-mers # Plantation foodstuff",="67.32***",="32.36***",="106.9**"
="",="(9.98)",="(3.73)",="(3.22)"

="Outre-mers # Raw mat fuel oils",="64.98***",="56.89***",="118.2***"
="",="(8.74)",="(7.23)",="(8.79)"

="Outre-mers # Textile manuf",="86.17***",="77.70***",="130.8***"
="",="(10.02)",="(8.69)",="(9.08)"

="Outre-mers # Various manuf",="69.17***",="62.42***",="122.3***"
="",="(10.61)",="(8.78)",="(9.48)"

="Portugal # European foodstuff and beverage",="24.73**",="16.39*",="45.72***"
="",="(3.17)",="(2.21)",="(3.48)"

="Portugal # Other",="40.67***",="32.54***",="48.67***"
="",="(4.18)",="(3.46)",="(3.43)"

="Portugal # Plantation foodstuff",="24.56*",="-10.14",="31.28"
="",="(2.47)",="(-0.79)",="(1.14)"

="Portugal # Raw mat fuel oils",="25.88**",="18.07*",="45.56***"
="",="(3.09)",="(2.28)",="(3.44)"

="Portugal # Textile manuf",="45.38***",="37.20***",="59.22***"
="",="(4.53)",="(3.86)",="(4.08)"

="Portugal # Various manuf",="28.03**",="21.58*",="46.02**"
="",="(3.24)",="(2.56)",="(3.26)"

="Suisse # European foodstuff and beverage",="36.98***",="37.48***",="57.56***"
="",="(7.93)",="(7.97)",="(6.31)"

="Suisse # Other",="52.85***",="53.54***",="60.06***"
="",="(7.05)",="(7.14)",="(5.58)"

="Suisse # Plantation foodstuff",="32.56***",="3.113",="34.47"
="",="(3.93)",="(0.27)",="(1.20)"

="Suisse # Raw mat fuel oils",="36.29***",="37.33***",="55.22***"
="",="(6.03)",="(6.25)",="(5.47)"

="Suisse # Textile manuf",="59.50***",="60.09***",="72.84***"
="",="(8.33)",="(8.44)",="(6.88)"

="Suisse # Various manuf",="39.02***",="41.41***",="56.62***"
="",="(6.48)",="(6.82)",="(5.38)"

="États-Unis d'Amérique # European foodstuff and beverage",="-18.14*",="-25.39**",="27.13"
="",="(-2.18)",="(-2.90)",="(1.91)"

="États-Unis d'Amérique # Other",="-3.469",="-10.51",="28.07"
="",="(-0.34)",="(-0.99)",="(1.80)"

="États-Unis d'Amérique # Plantation foodstuff",="-20.13",="-58.59***",="4.669"
="",="(-1.86)",="(-4.22)",="(0.15)"

="États-Unis d'Amérique # Raw mat fuel oils",="-18.38*",="-25.09**",="24.80"
="",="(-2.00)",="(-2.64)",="(1.65)"

="États-Unis d'Amérique # Textile manuf",="2.026",="-5.116",="40.48**"
="",="(0.19)",="(-0.47)",="(2.62)"

="États-Unis d'Amérique # Various manuf",="-16.99",="-22.33*",="25.06"
="",="(-1.85)",="(-2.33)",="(1.64)"

="Allemagne # year",="0.0383***",="0.0374***",="0.0538***"
="",="(16.25)",="(15.72)",="(12.79)"

="Angleterre # year",="0.0147***",="0.0123***",="0.00833"
="",="(5.75)",="(4.65)",="(1.42)"

="Espagne # year",="0.000317",="-0.00124",="0.00541"
="",="(0.10)",="(-0.41)",="(1.47)"

="Flandre et autres états de l'Empereur # year",="0.0102**",="0.00928*",="0.00171"
="",="(2.77)",="(2.51)",="(0.35)"

="Hollande # year",="0.0199***",="0.0178***",="0.0172***"
="",="(9.81)",="(9.40)",="(4.17)"

="Italie # year",="0.0195***",="0.0185***",="0.0196***"
="",="(9.85)",="(9.28)",="(4.74)"

="Levant et Barbarie # year",="0.00146",="0.000739",="-0.00416"
="",="(0.64)",="(0.32)",="(-1.12)"

="Nord # year",="0.0141***",="0.0131***",="-0.00343"
="",="(6.18)",="(5.61)",="(-0.57)"

="Outre-mers # year",="0.00202",="0.00605*",="-0.0142*"
="",="(0.76)",="(1.98)",="(-2.14)"

="Portugal # year",="0.0239***",="0.0277***",="0.0276***"
="",="(5.86)",="(7.17)",="(3.95)"

="Suisse # year",="0.0177***",="0.0165***",="0.0217***"
="",="(8.02)",="(7.48)",="(4.73)"

="États-Unis d'Amérique # year",="0.0486***",="0.0517***",="0.0386***"
="",="(11.18)",="(11.23)",="(4.85)"

="European foodstuff and beverage # year",="0.00141",="0.00247",="-0.000346"
="",="(0.71)",="(1.23)",="(-0.14)"

="Other # year",="-0.00875**",="-0.00779*",="-0.00281"
="",="(-2.88)",="(-2.56)",="(-0.91)"

="Plantation foodstuff # year",="0.00201",="0.0182**",="0.00939"
="",="(0.57)",="(3.21)",="(0.60)"

="Raw mat fuel oils # year",="0.00175",="0.00251",="0.00103"
="",="(0.80)",="(1.16)",="(0.42)"

="Textile manuf # year",="-0.0109***",="-0.00990**",="-0.00837*"
="",="(-3.43)",="(-3.15)",="(-2.55)"

="Various manuf # year",="0",="0",="0"
="",="(.)",="(.)",="(.)"

="0",="0",="0",=""
="",="(.)",="(.)",=""

="Cont_blockade adversary European foodstuff and beverage",="-1.056***",="-1.037***",=""
="",="(-4.36)",="(-4.32)",=""

="Cont_blockade adversary Other",="0.0473",="0.0629",=""
="",="(0.21)",="(0.28)",=""

="Cont_blockade adversary Plantation foodstuff",="0.607",="-0.431",=""
="",="(1.47)",="(-0.79)",=""

="Cont_blockade adversary Raw mat fuel oils",="0.149",="0.159",=""
="",="(1.23)",="(1.32)",=""

="Cont_blockade adversary Textile manuf",="-1.146",="-1.135",=""
="",="(-1.69)",="(-1.67)",=""

="Cont_blockade adversary Various manuf",="0.0217",="0.0701",=""
="",="(0.14)",="(0.44)",=""

="Cont_blockade allied European foodstuff and beverage",="-0.0458",="-0.0364",=""
="",="(-0.42)",="(-0.33)",=""

="Cont_blockade allied Other",="0.537***",="0.541***",=""
="",="(4.16)",="(4.20)",=""

="Cont_blockade allied Plantation foodstuff",="-0.0924",="-1.425**",=""
="",="(-0.27)",="(-3.28)",=""

="Cont_blockade allied Raw mat fuel oils",="0.0443",="0.0535",=""
="",="(0.54)",="(0.65)",=""

="Cont_blockade allied Textile manuf",="0.430*",="0.434*",=""
="",="(2.35)",="(2.37)",=""

="Cont_blockade allied Various manuf",="0.253*",="0.267*",=""
="",="(2.34)",="(2.33)",=""

="Cont_blockade neutral European foodstuff and beverage",="-0.0512",="-0.0603",=""
="",="(-0.20)",="(-0.23)",=""

="Cont_blockade neutral Other",="0.495*",="0.488*",=""
="",="(2.03)",="(2.00)",=""

="Cont_blockade neutral Plantation foodstuff",="1.884***",="0.369",=""
="",="(3.87)",="(0.80)",=""

="Cont_blockade neutral Raw mat fuel oils",="0.0937",="0.0930",=""
="",="(0.44)",="(0.44)",=""

="Cont_blockade neutral Textile manuf",="1.040**",="1.033**",=""
="",="(2.80)",="(2.79)",=""

="Cont_blockade neutral Various manuf",="-0.218",="-0.195",=""
="",="(-1.04)",="(-0.93)",=""

="War adversary European foodstuff and beverage",="-0.283",="-0.304",=""
="",="(-1.26)",="(-1.37)",=""

="War adversary Other",="0.229",="0.215",=""
="",="(0.50)",="(0.47)",=""

="War adversary Plantation foodstuff",="-0.712**",="0.255",=""
="",="(-2.59)",="(1.01)",=""

="War adversary Raw mat fuel oils",="-0.427",="-0.439",=""
="",="(-1.83)",="(-1.91)",=""

="War adversary Textile manuf",="-0.655",="-0.662",=""
="",="(-1.87)",="(-1.90)",=""

="War adversary Various manuf",="0.0809",="0.0367",=""
="",="(0.29)",="(0.13)",=""

="War allied European foodstuff and beverage",="-0.136",="-0.115",=""
="",="(-1.06)",="(-0.89)",=""

="War allied Other",="0.443",="0.459",=""
="",="(1.40)",="(1.45)",=""

="War allied Plantation foodstuff",="-0.419",="-0.522*",=""
="",="(-1.81)",="(-2.42)",=""

="War allied Raw mat fuel oils",="-0.129",="-0.124",=""
="",="(-0.93)",="(-0.90)",=""

="War allied Textile manuf",="0.0984",="0.108",=""
="",="(0.49)",="(0.54)",=""

="War allied Various manuf",="0.171",="0.196",=""
="",="(1.32)",="(1.49)",=""

="War neutral European foodstuff and beverage",="-0.270*",="-0.277*",=""
="",="(-2.09)",="(-2.15)",=""

="War neutral Other",="-0.258",="-0.266",=""
="",="(-1.31)",="(-1.35)",=""

="War neutral Plantation foodstuff",="0.249",="0.862**",=""
="",="(0.88)",="(3.24)",=""

="War neutral Raw mat fuel oils",="0.205",="0.205",=""
="",="(1.84)",="(1.85)",=""

="War neutral Textile manuf",="0.119",="0.110",=""
="",="(0.67)",="(0.62)",=""

="War neutral Various manuf",="0.106",="0.0722",=""
="",="(1.00)",="(0.67)",=""

="Allemagne # break=1",="",="311.7***",="192.0***"
="",="",="(7.74)",="(4.39)"

="Angleterre # break=1",="",="310.5***",="192.5***"
="",="",="(7.73)",="(4.42)"

="Espagne # break=1",="",="307.3***",="189.8***"
="",="",="(7.61)",="(4.36)"

="Flandre et autres états de l'Empereur # break=1",="",="302.2***",="183.4***"
="",="",="(7.51)",="(4.20)"

="Hollande # break=1",="",="307.6***",="188.5***"
="",="",="(7.64)",="(4.32)"

="Italie # break=1",="",="307.3***",="188.2***"
="",="",="(7.65)",="(4.31)"

="Levant et Barbarie # break=1",="",="305.2***",="186.7***"
="",="",="(7.58)",="(4.28)"

="Nord # break=1",="",="308.2***",="190.2***"
="",="",="(7.68)",="(4.36)"

="Outre-mers # break=1",="",="306.0***",="185.7***"
="",="",="(7.59)",="(4.26)"

="Portugal # break=1",="",="305.5***",="185.9***"
="",="",="(7.60)",="(4.25)"

="Suisse # break=1",="",="310.7***",="190.7***"
="",="",="(7.72)",="(4.37)"

="États-Unis d'Amérique # break=1",="",="311.9***",="193.5***"
="",="",="(7.75)",="(4.43)"

="break=1 # year",="",="-0.170***",="-0.104***"
="",="",="(-7.64)",="(-4.26)"

="Cont_blockade adversary",="",="",="0"
="",="",="",="(.)"

="Cont_blockade allied",="",="",="0.107"
="",="",="",="(0.94)"

="Cont_blockade neutral",="",="",="0.908**"
="",="",="",="(2.82)"

="War adversary",="",="",="-0.208"
="",="",="",="(-0.96)"

="War allied",="",="",="0.190"
="",="",="",="(1.13)"

="War neutral",="",="",="0.0427"
="",="",="",="(0.20)"

="Constant",="-68.89***",="-69.27***",="-93.65***"
="",="(-15.49)",="(-15.47)",="(-12.17)"

="Observations",="5893",="5893",="2899"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
