
="Hollande # Eau de vie",="44.15",="44.22",="97.23***",="98.82***"
="",="(1.61)",="(1.61)",="(3.65)",="(3.74)"

="Hollande # Other",="-2.510",="-2.614",="75.70**",="73.23*"
="",="(-0.10)",="(-0.10)",="(2.60)",="(2.57)"

="Hollande # Sugar",="101.4***",="101.7***",="55.83",="45.87"
="",="(3.74)",="(3.74)",="(1.20)",="(0.84)"

="Hollande # Wine",="34.98",="35.01",="62.00**",="61.04**"
="",="(1.33)",="(1.33)",="(2.88)",="(2.86)"

="Italie # Coffee",="90.58***",="90.82***",="175.5**",="173.1**"
="",="(3.33)",="(3.33)",="(2.99)",="(3.10)"

="Italie # Eau de vie",="-20.33",="-20.53",="19.90",="20.81"
="",="(-0.77)",="(-0.77)",="(0.90)",="(0.94)"

="Italie # Other",="34.47",="34.47",="111.1***",="108.4***"
="",="(1.37)",="(1.36)",="(3.84)",="(3.83)"

="Italie # Sugar",="111.5***",="111.8***",="74.08",="63.72"
="",="(4.12)",="(4.12)",="(1.57)",="(1.15)"

="Italie # Wine",="-17.83",="-18.03",="6.556",="5.864"
="",="(-0.70)",="(-0.70)",="(0.33)",="(0.30)"

="Levant et Barbarie # Coffee",="87.51**",="88.33**",="181.2**",="178.8**"
="",="(3.21)",="(3.23)",="(3.09)",="(3.20)"

="Levant et Barbarie # Eau de vie",="-28.09",="-27.31",="14.90",="15.78"
="",="(-1.03)",="(-1.00)",="(0.66)",="(0.69)"

="Levant et Barbarie # Other",="80.16**",="80.99**",="163.3***",="160.4***"
="",="(3.12)",="(3.14)",="(5.55)",="(5.58)"

="Levant et Barbarie # Sugar",="109.1***",="109.9***",="80.44",="69.91"
="",="(3.59)",="(3.61)",="(1.52)",="(1.16)"

="Levant et Barbarie # Wine",="-1.906",="-1.104",="27.98",="27.14"
="",="(-0.07)",="(-0.04)",="(1.30)",="(1.27)"

="Nord # Coffee",="89.62**",="90.37**",="179.6**",="177.2**"
="",="(3.25)",="(3.27)",="(3.13)",="(3.24)"

="Nord # Eau de vie",="7.182",="7.915",="55.98*",="57.30**"
="",="(0.27)",="(0.29)",="(2.51)",="(2.60)"

="Nord # Other",="15.56",="16.29",="95.19**",="92.57**"
="",="(0.60)",="(0.63)",="(3.24)",="(3.22)"

="Nord # Sugar",="97.74***",="98.50***",="57.26",="47.28"
="",="(3.62)",="(3.64)",="(1.24)",="(0.87)"

="Nord # Wine",="27.89",="28.63",="57.19**",="56.25**"
="",="(1.09)",="(1.12)",="(2.90)",="(2.87)"

="Portugal # Coffee",="83.24**",="82.21**",="176.1**",="173.6**"
="",="(2.91)",="(2.88)",="(2.84)",="(2.94)"

="Portugal # Eau de vie",="-68.74",="-69.52",="-43.62",="-43.85"
="",="(-1.92)",="(-1.91)",="(-1.05)",="(-1.03)"

="Portugal # Other",="39.66",="39.55",="121.5***",="118.7***"
="",="(1.51)",="(1.51)",="(4.04)",="(4.04)"

="Portugal # Sugar",="126.3***",="124.4***",="105.1*",="93.92"
="",="(4.07)",="(4.05)",="(1.98)",="(1.56)"

="Portugal # Wine",="-121.8*",="-125.0*",="-117.4*",="-116.2*"
="",="(-2.57)",="(-2.52)",="(-2.06)",="(-2.09)"

="Suisse # Coffee",="50.83",="51.53",="100.9",="99.18"
="",="(1.88)",="(1.90)",="(1.66)",="(1.69)"

="Suisse # Eau de vie",="-44.18",="-43.45",="-8.731",="-8.297"
="",="(-1.66)",="(-1.63)",="(-0.40)",="(-0.38)"

="Suisse # Other",="6.041",="6.738",="83.45**",="80.91**"
="",="(0.24)",="(0.27)",="(2.91)",="(2.89)"

="Suisse # Sugar",="58.55",="59.25",="-14.46",="-23.78"
="",="(1.79)",="(1.81)",="(-0.23)",="(-0.35)"

="Suisse # Wine",="-41.11",="-40.39",="-16.88",="-17.38"
="",="(-1.57)",="(-1.54)",="(-0.83)",="(-0.86)"

="États-Unis d'Amérique # Coffee",="181.2***",="183.6***",="308.3***",="338.3***"
="",="(4.50)",="(4.56)",="(3.61)",="(4.02)"

="États-Unis d'Amérique # Eau de vie",="-16.64",="-15.57",="0",="0"
="",="(-0.52)",="(-0.49)",="(.)",="(.)"

="États-Unis d'Amérique # Other",="-70.11*",="-69.25*",="0",="0"
="",="(-2.02)",="(-2.00)",="(.)",="(.)"

="États-Unis d'Amérique # Sugar",="104.5*",="106.2*",="0",="0"
="",="(2.36)",="(2.40)",="(.)",="(.)"

="États-Unis d'Amérique # Wine",="-20.91",="-19.85",="0",="0"
="",="(-0.66)",="(-0.63)",="(.)",="(.)"

="Allemagne # Coffee # year",="0.0223",="0.0226",="0.108***",="0.105***"
="",="(1.59)",="(1.61)",="(3.45)",="(3.51)"

="Allemagne # Eau de vie # year",="0.0307***",="0.0311***",="0.0490***",="0.0484***"
="",="(5.52)",="(5.53)",="(6.29)",="(6.32)"

="Allemagne # Other # year",="0.0168***",="0.0172***",="0.0176***",="0.0173***"
="",="(7.82)",="(7.86)",="(7.38)",="(7.20)"

="Allemagne # Sugar # year",="0.0125",="0.0128",="0.0755*",="0.0736*"
="",="(0.78)",="(0.80)",="(2.40)",="(2.25)"

="Allemagne # Wine # year",="0.0556***",="0.0560***",="0.0611***",="0.0605***"
="",="(14.06)",="(13.43)",="(11.04)",="(10.93)"

="Angleterre # Coffee # year",="-0.0343***",="-0.0336***",="-0.00604",="-0.00738"
="",="(-4.43)",="(-4.41)",="(-0.53)",="(-0.65)"

="Angleterre # Eau de vie # year",="0.0232***",="0.0241***",="0.0406***",="0.0399***"
="",="(5.26)",="(5.04)",="(5.02)",="(4.97)"

="Angleterre # Other # year",="0.0387***",="0.0397***",="0.0412***",="0.0407***"
="",="(6.93)",="(6.87)",="(7.04)",="(7.04)"

="Angleterre # Sugar # year",="-0.0373**",="-0.0366**",="-0.0126",="-0.0149"
="",="(-3.27)",="(-3.15)",="(-0.76)",="(-0.93)"

="Angleterre # Wine # year",="0.0115",="0.0122",="0.0151",="0.0148"
="",="(1.40)",="(1.44)",="(1.57)",="(1.56)"

="Espagne # Coffee # year",="-0.0313***",="-0.0319***",="-0.00331",="-0.00469"
="",="(-6.40)",="(-6.55)",="(-0.39)",="(-0.58)"

="Espagne # Eau de vie # year",="0.0407***",="0.0405***",="0.0588***",="0.0584***"
="",="(7.75)",="(7.90)",="(7.54)",="(7.67)"

="Espagne # Other # year",="0.00246",="0.00189",="0.000757",="0.000533"
="",="(0.94)",="(0.72)",="(0.25)",="(0.18)"

="Espagne # Sugar # year",="-0.0417***",="-0.0423***",="-0.0217",="-0.0238"
="",="(-5.24)",="(-5.32)",="(-1.71)",="(-1.95)"

="Espagne # Wine # year",="0.0275***",="0.0272***",="0.0294***",="0.0291***"
="",="(5.89)",="(5.62)",="(4.75)",="(4.81)"

="Flandre et autres états de l'Empereur # Coffee # year",="-0.0126",="-0.0123",="0.0305*",="0.0287*"
="",="(-1.75)",="(-1.71)",="(2.44)",="(2.36)"

="Flandre et autres états de l'Empereur # Eau de vie # year",="-0.0122*",="-0.0119*",="-0.00423",="-0.00517"
="",="(-2.38)",="(-2.32)",="(-0.67)",="(-0.82)"

="Flandre et autres états de l'Empereur # Other # year",="-0.0243***",="-0.0240***",="-0.0264***",="-0.0265***"
="",="(-5.87)",="(-5.86)",="(-6.06)",="(-6.13)"

="Flandre et autres états de l'Empereur # Sugar # year",="-0.0141*",="-0.0138*",="0.0235*",="0.0205*"
="",="(-2.05)",="(-2.02)",="(2.17)",="(1.98)"

="Flandre et autres états de l'Empereur # Wine # year",="-0.0258***",="-0.0255***",="-0.0261***",="-0.0263***"
="",="(-3.92)",="(-3.89)",="(-3.67)",="(-3.72)"

="Hollande # Coffee # year",="-0.0288***",="-0.0285***",="0.00920",="0.00767"
="",="(-4.08)",="(-4.04)",="(0.91)",="(0.77)"

="Hollande # Eau de vie # year",="-0.00140",="-0.00111",="0.0131",="0.0122"
="",="(-0.22)",="(-0.17)",="(1.68)",="(1.57)"

="Hollande # Other # year",="0.0262***",="0.0265***",="0.0283***",="0.0279***"
="",="(7.86)",="(7.79)",="(7.90)",="(8.07)"

="Hollande # Sugar # year",="-0.0328***",="-0.0326***",="-0.000194",="-0.00281"
="",="(-5.40)",="(-5.37)",="(-0.02)",="(-0.37)"

="Hollande # Wine # year",="0.00468",="0.00500",="0.00996*",="0.00972*"
="",="(1.00)",="(1.04)",="(2.09)",="(2.09)"

="Italie # Coffee # year",="-0.0275***",="-0.0273***",="0.0110",="0.00948"
="",="(-4.48)",="(-4.45)",="(1.12)",="(0.99)"

="Italie # Eau de vie # year",="0.0340***",="0.0345***",="0.0557***",="0.0552***"
="",="(7.11)",="(6.98)",="(7.04)",="(7.11)"

="Italie # Other # year",="0.00581**",="0.00614**",="0.00882***",="0.00856**"
="",="(2.59)",="(2.69)",="(3.37)",="(3.29)"

="Italie # Sugar # year",="-0.0388***",="-0.0386***",="-0.0108",="-0.0132"
="",="(-6.48)",="(-6.42)",="(-1.27)",="(-1.50)"

="Italie # Wine # year",="0.0337***",="0.0341***",="0.0404***",="0.0400***"
="",="(10.16)",="(9.89)",="(8.98)",="(8.84)"

="Levant et Barbarie # Coffee # year",="-0.0258***",="-0.0259***",="0.00778",="0.00627"
="",="(-4.14)",="(-4.17)",="(0.81)",="(0.66)"

="Levant et Barbarie # Eau de vie # year",="0.0366***",="0.0365***",="0.0567***",="0.0562***"
="",="(5.99)",="(5.97)",="(6.52)",="(6.55)"

="Levant et Barbarie # Other # year",="-0.0203***",="-0.0204***",="-0.0210***",="-0.0212***"
="",="(-5.70)",="(-5.73)",="(-5.50)",="(-5.62)"

="Levant et Barbarie # Sugar # year",="-0.0381***",="-0.0383***",="-0.0152",="-0.0175"
="",="(-3.93)",="(-3.92)",="(-0.98)",="(-1.07)"

="Levant et Barbarie # Wine # year",="0.0228***",="0.0226***",="0.0264***",="0.0261***"
="",="(4.56)",="(4.54)",="(4.17)",="(4.21)"

="Nord # Coffee # year",="-0.0259***",="-0.0260***",="0.00978",="0.00825"
="",="(-3.86)",="(-3.89)",="(0.95)",="(0.81)"

="Nord # Eau de vie # year",="0.0199***",="0.0198***",="0.0368***",="0.0360***"
="",="(3.45)",="(3.46)",="(5.16)",="(5.16)"

="Nord # Other # year",="0.0158***",="0.0157***",="0.0171***",="0.0168***"
="",="(4.40)",="(4.37)",="(4.35)",="(4.42)"

="Nord # Sugar # year",="-0.0305***",="-0.0306***",="-0.000845",="-0.00345"
="",="(-5.22)",="(-5.27)",="(-0.11)",="(-0.46)"

="Nord # Wine # year",="0.00891**",="0.00882**",="0.0129***",="0.0126***"
="",="(3.00)",="(3.04)",="(3.47)",="(3.57)"

="Portugal # Coffee # year",="-0.0274***",="-0.0265***",="0.00665",="0.00515"
="",="(-3.46)",="(-3.39)",="(0.45)",="(0.36)"

="Portugal # Eau de vie # year",="0.0599***",="0.0607***",="0.0899***",="0.0900***"
="",="(4.22)",="(4.15)",="(4.05)",="(3.99)"

="Portugal # Other # year",="0.00194",="0.00230",="0.00199",="0.00176"
="",="(0.43)",="(0.50)",="(0.39)",="(0.35)"

="Portugal # Sugar # year",="-0.0504***",="-0.0490***",="-0.0316*",="-0.0336*"
="",="(-4.82)",="(-4.86)",="(-2.02)",="(-2.18)"

="Portugal # Wine # year",="0.0891***",="0.0912***",="0.107***",="0.105***"
="",="(4.00)",="(3.87)",="(3.53)",="(3.58)"

="Suisse # Coffee # year",="-0.00533",="-0.00539",="0.0528***",="0.0509***"
="",="(-0.89)",="(-0.90)",="(4.01)",="(3.76)"

="Suisse # Eau de vie # year",="0.0473***",="0.0472***",="0.0716***",="0.0713***"
="",="(9.02)",="(9.06)",="(8.08)",="(8.34)"

="Suisse # Other # year",="0.0212***",="0.0211***",="0.0238***",="0.0234***"
="",="(12.59)",="(12.93)",="(11.42)",="(11.32)"

="Suisse # Sugar # year",="-0.0102",="-0.0102",="0.0378",="0.0348"
="",="(-0.85)",="(-0.86)",="(1.74)",="(1.59)"

="Suisse # Wine # year",="0.0462***",="0.0461***",="0.0530***",="0.0525***"
="",="(10.64)",="(10.72)",="(9.65)",="(9.80)"

="États-Unis d'Amérique # Coffee # year",="-0.0815***",="-0.0825***",="-0.0666",="-0.0862*"
="",="(-4.62)",="(-4.69)",="(-1.91)",="(-2.45)"

="États-Unis d'Amérique # Eau de vie # year",="0.0328**",="0.0326**",="0.0675***",="0.0674***"
="",="(2.98)",="(2.96)",="(5.02)",="(5.09)"

="États-Unis d'Amérique # Other # year",="0.0632***",="0.0630***",="0.0697***",="0.0680***"
="",="(4.75)",="(4.74)",="(4.33)",="(4.32)"

="États-Unis d'Amérique # Sugar # year",="-0.0379",="-0.0386",="0.0274",="0.0193"
="",="(-1.86)",="(-1.88)",="(1.08)",="(0.64)"

="États-Unis d'Amérique # Wine # year",="0.0349**",="0.0346**",="0.0435***",="0.0427***"
="",="(3.28)",="(3.27)",="(3.80)",="(3.77)"

="Coffee # 0",="",="",="0",="0"
="",="",="",="(.)",="(.)"

="Coffee # Blockade",="",="",="-5.312***",="-4.630***"
="",="",="",="(-9.78)",="(-9.21)"

="Coffee # Mercantilist_War",="",="",="-1.350***",="-2.020***"
="",="",="",="(-5.94)",="(-8.17)"

="Eau de vie # 0",="",="",="73.78",="68.68"
="",="",="",="(1.21)",="(1.17)"

="Eau de vie # Blockade",="",="",="72.92",="67.80"
="",="",="",="(1.19)",="(1.15)"

="Eau de vie # Mercantilist_War",="",="",="73.98",="68.71"
="",="",="",="(1.21)",="(1.17)"

="Other # 0",="",="",="70.66",="68.71"
="",="",="",="(1.12)",="(1.13)"

="Other # Blockade",="",="",="70.53",="68.65"
="",="",="",="(1.11)",="(1.13)"

="Other # Mercantilist_War",="",="",="70.59",="68.64"
="",="",="",="(1.12)",="(1.13)"

="Sugar # 0",="",="",="141.1",="150.6*"
="",="",="",="(1.95)",="(1.98)"

="Sugar # Blockade",="",="",="137.3",="146.5"
="",="",="",="(1.90)",="(1.93)"

="Sugar # Mercantilist_War",="",="",="140.3",="149.0*"
="",="",="",="(1.94)",="(1.96)"

="Wine # 0",="",="",="116.3",="112.5*"
="",="",="",="(1.94)",="(1.96)"

="Wine # Blockade",="",="",="116.0",="112.3"
="",="",="",="(1.94)",="(1.96)"

="Wine # Mercantilist_War",="",="",="116.3",="112.5"
="",="",="",="(1.94)",="(1.96)"

="Coffee # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Coffee # Blockade # year_of_war",="",="",="0.230***",=""
="",="",="",="(3.76)",=""

="Coffee # Mercantilist_War # year_of_war",="",="",="-0.267**",=""
="",="",="",="(-2.93)",=""

="Eau de vie # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Eau de vie # Blockade # year_of_war",="",="",="-0.0180",=""
="",="",="",="(-0.46)",=""

="Eau de vie # Mercantilist_War # year_of_war",="",="",="-0.0492",=""
="",="",="",="(-1.15)",=""

="Other # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Other # Blockade # year_of_war",="",="",="0.0285",=""
="",="",="",="(1.71)",=""

="Other # Mercantilist_War # year_of_war",="",="",="-0.00241",=""
="",="",="",="(-0.16)",=""

="Sugar # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Sugar # Blockade # year_of_war",="",="",="-0.216",=""
="",="",="",="(-1.46)",=""

="Sugar # Mercantilist_War # year_of_war",="",="",="-0.386***",=""
="",="",="",="(-3.30)",=""

="Wine # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Wine # Blockade # year_of_war",="",="",="0.0185",=""
="",="",="",="(0.67)",=""

="Wine # Mercantilist_War # year_of_war",="",="",="-0.00386",=""
="",="",="",="(-0.12)",=""

="Constant",="-39.85",="-40.44",="-192.5***",="-187.4***"
="",="(-1.60)",="(-1.62)",="(-3.43)",="(-3.50)"

="Observations",="2755",="2755",="2755",="2755"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
